Timestamp,L_1,L_2,A_1,A_2,B_1,B_2,C_1,C_2,A_3,A_4,B_3,B_4,C_3,C_4,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,A_5,B_5,C_5
757,88.48899013787452,32.7948303645216,87.28561628415628,93.29967873977174,66.35741857234407,93.4426229561034,66.59665288065136,93.27609936314661,63.386834150168795,85.73675106636455,41.790562379795475,80.28901292220968,40.95408303638848,70.15848891658523,-97.97445362754839,93.52208283438866,-11.929903395850374,-80.6241316699861,85.79577867148474,-17.162353560547384,92.80236883175503,-21.480668172139474,84.1269837150839,59.99999476493636,78.4615335372313
758,88.48899013787452,30.5206909394292,87.36184161089571,93.4439126784196,66.37096229438438,93.3245901705595,66.56955077623826,93.17124320193864,68.79894548578903,79.1633904783184,37.71816418296922,79.922012399512,40.87159745728806,72.35128093357845,-97.97445362754839,92.70671088941138,-2.074440207775723,-80.6241316699861,88.49115801377475,-25.881292659337944,92.24049804303304,-15.583091524154625,84.1269837150839,59.99999476493636,78.4615335372313
759,88.48899013787452,29.663228539922258,87.27037123379489,93.3521274544996,66.34387487249373,93.3245901705595,66.54244867182518,93.38095550288003,66.33325580170123,82.95329453678082,40.01292824583993,80.090220973459,40.04674182395243,72.09075118088488,-97.97445362754839,93.38621268307973,-4.620684506482945,-80.6241316699861,83.07187677594986,-22.44109695641149,92.51385618258927,-17.543722054964988,84.1269837150839,59.99999476493636,78.4615335372313
760,88.48899013787452,30.470982983977834,87.39233173659599,93.29967873977174,66.43868086020603,93.48196722511378,66.46114235858593,93.27609936314661,66.95355508338832,77.8738795521518,37.96056885204156,81.0383056925877,39.63431399602257,74.22926616458484,-97.97445362754839,92.57081050593779,2.598666971114781,-80.6241316699861,90.4877353156101,-16.0345049721454,92.37719230137999,-13.04211434902885,84.1269837150839,59.99999476493636,78.4615335372313
761,88.48899013787452,32.83211134638019,87.34659656053432,93.48324918761176,66.38450599423473,93.3245901705595,66.55599973513273,93.22367127180536,65.52686669993753,81.11338259611685,37.588881713978964,81.8181818377694,41.339015678792876,73.93617020614367,-97.97445362754839,92.35937975972506,-5.369579882681592,-80.6241316699861,90.6588704948853,-13.835457722936635,92.33163766601724,-16.492824078115405,84.1269837150839,59.99999476493636,78.4615335372313
762,88.48899013787452,31.67640115308474,87.36184161089571,93.31279092382445,66.35741857234407,93.41639345059224,66.488244462999,93.24988532821325,68.78343801772095,84.68312627454534,38.138332260141695,81.75701506310818,41.99890019897582,73.24142422267478,-97.97445362754839,93.37111263222492,-2.8832472081806912,-80.6241316699861,91.58585282110498,-14.762456561909989,92.68088981241407,-15.31644575962919,84.1269837150839,59.99999476493636,78.4615335372313
763,88.48899013787452,30.80651173926485,87.22463603275574,93.28656657720202,66.46576828209672,93.35081967607067,66.51534656741211,93.23677830000929,65.99209117390657,82.54442523380999,40.1583710366925,84.02018504911717,40.43167444383276,71.62396872657648,-97.97445362754839,93.37111263222492,-5.833895007090419,-80.6241316699861,92.01369081602435,-15.998455016687043,92.39237718812718,-18.563249946405392,84.1269837150839,59.99999476493636,78.4615335372313
764,88.48899013787452,31.00534360179053,87.33135148519546,93.36523961706934,66.37096229438438,93.3245901705595,66.58310183954583,93.10570810386801,62.47189269570623,80.57870733593299,36.312217213553325,84.20368529793905,40.58289799800883,73.2088579991417,-97.97445362754839,92.66141076158685,-5.084999630891787,-80.6241316699861,91.71420421724424,-20.22659973231896,92.25571330691788,-14.4223982355238,84.1269837150839,59.99999476493636,78.4615335372313
765,88.48899013787452,33.316764008741515,87.33135148519546,93.29967873977174,66.33033115045339,93.29836066504834,66.55599973513273,93.17124320193864,65.6354190780439,77.57509042631537,41.111829364642475,81.02301399265892,40.58289799800883,72.67694311555267,-97.97445362754839,93.40131270919464,-2.988092562811687,-80.6241316699861,92.34169994468373,-18.800051514181703,92.40753169773676,-21.982589590082796,84.1269837150839,59.99999476493636,78.4615335372313
766,88.48899013787452,33.88840560841281,87.27037123379489,93.39146396369176,66.45222456005638,93.3639344395699,66.44759129527836,93.35474146794667,67.34124214079463,85.10772133182971,36.92630899421121,84.02018504911717,42.397580422880935,73.94702561991654,-97.97445362754839,93.18988196298191,-4.680596130689295,-80.6241316699861,90.28807758308999,-25.304493380441986,92.65052006379854,-16.226178339288353,84.1269837150839,59.99999476493636,78.4615335372313
767,88.48899013787452,33.3540449906001,87.30086135949517,93.3521274544996,66.46576828209672,93.46885246161457,66.51534656741211,93.27609936314661,65.99209117390657,79.8710489071257,38.33225599010416,81.95580703691274,38.32829253715735,74.00130263542432,-97.97445362754839,92.16310942973679,-12.633865041624361,-80.6241316699861,84.92584140502349,-29.336938339679488,92.31645280414894,-24.947062982478187,84.1269837150839,59.99999476493636,78.4615335372313
768,88.48899013787452,32.9439542715959,87.31610640985656,93.29967873977174,66.39804971627504,93.41639345059224,66.47469339969146,93.24988532821325,71.23362020833324,81.72668657633815,38.542340015451856,83.20972552913182,42.98872696798824,69.81111592485077,-97.97445362754839,93.20501219652151,-8.679697451369151,-80.6241316699861,91.84255561338348,-16.51345437073471,92.74159895738633,-18.13975372913579,84.1269837150839,59.99999476493636,78.4615335372313
769,88.48899013787452,34.323350315322756,87.39233173659599,93.28656657720202,66.38450599423473,93.3377049125715,66.55599973513273,93.31542040480937,66.22470342359486,78.07831420363723,38.865546214404574,78.45401025861347,41.53148197747102,70.37559703197287,-97.97445362754839,93.20501219652151,-3.8717891057444973,-80.6241316699861,84.28408442432722,-28.482039408247747,92.69607469916129,-21.653203654739045,84.1269837150839,59.99999476493636,78.4615335372313
770,88.48899013787452,32.69541443325876,87.27037123379489,93.37835180112202,66.45222456005638,93.39016394508107,66.47469339969146,93.21056426507593,68.62836318459546,81.00330241898243,39.04330964898179,86.19160486060738,40.10173219500332,71.1571862722681,-97.97445362754839,92.40471007023443,-20.032951391841095,-80.6241316699861,82.91500284993138,-29.72318785690279,92.68088981241407,-29.981962191766797,84.1269837150839,59.99999476493636,78.4615335372313
771,88.48899013787452,33.93811358422427,87.36184161089571,93.47013702504202,66.45222456005638,93.3770491815819,66.62375498506444,93.15813619520924,69.0625726970209,81.45934895912876,41.49967679809032,79.06567780479423,40.10173219500332,72.28614848651232,-97.97445362754839,93.25031232434604,-9.728150973139293,-80.6241316699861,84.45521962696812,-18.990601277541906,92.78718394500781,-19.17496667612997,84.1269837150839,59.99999476493636,78.4615335372313
772,88.48899013787452,32.39716663947026,87.34659656053432,93.41768831031419,66.35741857234407,93.35081967607067,66.58310183954583,93.27609936314661,66.34876326976928,83.01619752826986,36.52230123890105,77.96467621164732,40.10173219500332,71.12462004873503,-97.97445362754839,92.5859105567926,-6.507900840761238,-80.6241316699861,84.84027381538588,-19.114201118800736,92.42274693674271,-19.52003764132911,84.1269837150839,59.99999476493636,78.4615335372313
773,88.48899013787452,29.439542689490864,87.20939098239435,93.32590310787717,66.33033115045339,93.3245901705595,66.50179550410454,93.35474146794667,66.37977823131288,80.9246736989449,33.75888818622505,80.50309657088911,40.77536429668696,71.80851063621655,-97.97445362754839,92.22350960841614,-14.131655818561455,-80.6241316699861,83.54249857737089,-22.410196998206217,92.46830157210543,-25.339189088640254,84.1269837150839,59.99999476493636,78.4615335372313
774,88.48899013787452,30.5206909394292,87.20939098239435,93.29967873977174,66.34387487249373,93.4426229561034,66.54244867182518,93.10570810386801,65.2322245525695,79.66661425564027,38.6231415718093,80.35017969687087,41.435248816869915,70.61441597490621,-97.97445362754839,93.26541235046095,-2.9132030202838592,-80.6241316699861,92.28465486155964,-18.609501750821494,92.7719990831395,-23.3001333314578,88.8739947388809,59.99999476493636,78.4615335372313
775,88.48899013787452,32.76997639697595,87.48380213867432,93.40457614774448,66.35741857234407,93.4426229561034,66.54244867182518,93.40716953781336,64.20873072000057,83.04764901113182,36.26373627444346,82.87330835618391,41.31152047074336,70.36474163598551,-97.97445362754839,93.18988196298191,2.5537332406901214,-80.6241316699861,87.84940103307848,-17.94515257768731,92.63533520193023,-14.516508517449665,96.82539423992085,79.99999739318699,87.69231001213586
776,88.48899013787452,29.83720641454221,87.23988110809464,89.05133415727815,66.41159341612538,89.15409836453892,66.488244462999,88.85903401517382,64.03814839339952,77.57509042631537,39.25339367432949,75.57917272642374,41.25653009969247,64.16630481805875,-97.97445362754839,92.40471007023443,-18.96951995174947,-80.6241316699861,88.99030234507502,-27.462340682845735,92.86310832898609,-32.17786840169343,99.99999999999997,86.6666692806256,93.84614893097987
777,88.48899013787452,33.875978634820015,87.22463603275574,89.05133415727815,66.45222456005638,89.03606557899505,66.46114235858593,88.9507831481778,65.6664340395875,72.82591602461969,38.00904979115144,72.42908479594726,42.53505635050817,65.15414675996881,-97.97445362754839,93.85428373053533,-0.9211413313745851,-80.6241316699861,85.55333713246303,-19.371700795824573,92.55941081795198,-12.555877960940919,99.99999999999997,100.0,93.84614893097987
778,87.31966592387919,29.315272770322295,87.20939098239435,88.9988854640333,66.41159341612538,89.03606557899505,66.56955077623826,88.97699718311117,65.60440411650029,75.81380720568887,39.49579831692476,74.47817113327679,40.14297498455353,66.00086842954472,-97.97445362754839,92.9181114281994,0.35198081797902603,-80.6241316699861,83.22875070196834,-28.4047895051406,91.51165437876152,-15.018429935392987,99.99999999999997,100.0,93.84614893097987
779,87.31966592387919,31.415434320794745,87.43806693763514,89.07755850390058,66.45222456005638,89.04918032100704,66.50179550410454,88.91146208504051,63.324804227081586,74.87026261676911,38.041370408399004,75.67092285083467,39.89551826977636,66.00086842954472,-97.97445362754839,90.89470607330922,-1.1458099344182529,-80.6241316699861,89.56075298939042,-22.688296647366897,91.34462074893672,-16.83789506901293,99.99999999999997,100.0,93.84614893097987
780,87.31966592387919,32.68298745966598,87.36184161089571,89.07755850390058,66.42513713816572,89.06229508450622,66.44759129527836,88.87214104337775,63.68147629753682,72.54285265309679,38.89786685812919,73.31600276546865,40.80285950473649,65.88145896697078,-97.97445362754839,92.99361163299362,-0.9510971434777531,-80.6241316699861,89.86023958817059,-25.577443039943553,91.08647784838648,-18.767155514414128,99.99999999999997,100.0,93.84614893097987
781,87.31966592387919,32.43444762132884,87.43806693763514,89.06444634133084,66.42513713816572,89.04918032100704,66.47469339969146,88.88524805010718,65.57338915495669,74.94889133680661,39.124111178862165,75.08983867945756,40.44542204785752,65.76204948661133,-97.97445362754839,90.57760522801736,-13.697296481715995,-80.6241316699861,90.58756418187015,-24.078794910045808,91.16240223236473,-27.86448120821227,99.99999999999997,100.0,93.84614893097987
782,87.31966592387919,32.65813347176025,87.34659656053432,88.9988854640333,66.42513713816572,89.07540984800539,66.56955077623826,89.01631824624846,65.38729936028756,70.40415158659636,39.59276019514452,75.91558987431776,39.70305197109823,65.87060355319791,-97.97445362754839,92.79731112032051,-0.9361192251562613,-80.6241316699861,90.95835709366547,-21.47289817316444,91.08647784838648,-12.508822845676377,99.99999999999997,100.0,93.84614893097987
783,87.31966592387919,31.079905565507715,87.39233173659599,89.07755850390058,66.45222456005638,89.06229508450622,66.50179550410454,88.9507831481778,68.86097540887624,71.58358233562859,38.94634777076202,72.15383439766052,40.89909266533756,65.55579678499653,-97.97445362754839,90.74370566372077,-10.9114056861834,-80.6241316699861,82.48716485501201,-33.20973349798093,91.37499049755225,-24.288291111790684,99.99999999999997,100.0,93.84614893097987
784,87.31966592387919,28.308686463741054,87.36184161089571,89.06444634133084,66.39804971627504,89.03606557899505,66.59665288065136,88.91146208504051,67.10862991651382,73.21905959904208,38.720103423552004,73.48421133941568,39.19439098256727,64.70907511542065,-97.97445362754839,92.72181091552626,-9.638283536829789,-80.6241316699861,88.06332001885538,-28.39963951126261,91.299066113574,-22.123754987273216,99.99999999999997,100.0,93.84614893097987
785,87.31966592387919,29.079159946298105,87.39233173659599,89.19556807444303,66.46576828209672,88.99672130998471,66.52889760851764,88.93767611997387,61.26230906846817,74.54002200807068,36.78086620335864,73.01016899237825,40.77536429668696,64.51367780979321,-97.97445362754839,90.80410584240006,-19.104321118483632,-80.6241316699861,83.45693096436763,-30.789236523831583,91.67868800858635,-33.38561680558881,99.99999999999997,100.0,93.84614893097987
786,87.31966592387919,31.241456446174794,87.28561628415628,89.05133415727815,66.47931198194703,89.02295081549588,66.52889760851764,88.91146208504051,64.7204776235813,74.46139331379825,39.010989005257144,75.97675664897898,39.923013477825876,67.16239686732196,-97.97445362754839,92.35937975972506,2.119373928384462,-80.6241316699861,82.68682258753209,-33.10673362632762,91.26869636495847,-13.340130173265052,99.99999999999997,100.0,93.84614893097987
787,87.31966592387919,31.427861314747602,87.31610640985656,88.97266111741087,66.34387487249373,88.97049180447354,66.58310183954583,88.93767611997387,63.69698379101234,75.42066363126648,37.120232724173675,71.695083725498,39.89551826977636,65.58836299074413,-97.97445362754839,91.49870768692325,-4.935220545836131,-80.6241316699861,81.63148886517321,-28.1524398203072,91.46609974339883,-23.14328287871362,99.99999999999997,100.0,93.84614893097987
788,87.31966592387919,30.831365727170578,87.31610640985656,89.05133415727815,66.37096229438438,89.00983607348388,66.47469339969146,88.87214104337775,66.0231061354502,74.13115270509985,38.31609566824183,70.71641563156564,39.648061577523265,66.26139816445279,-97.97445362754839,91.93660884009397,0.08237848451069851,-80.6241316699861,89.41814031662877,-26.05639244106419,91.17758711911195,-15.159595332583393,99.99999999999997,100.0,93.84614893097987
789,87.31966592387919,33.155213128074436,87.3770866862346,89.011997626603,66.46576828209672,89.07540984800539,66.55599973513273,89.08185334431914,65.0151197963568,76.41138543159667,38.83322559715701,72.18441777246417,38.974429475839614,64.36170212368619,-97.97445362754839,92.34430991629499,-4.470905421427304,-80.6241316699861,86.551597265594,-18.903051383303684,91.32943586218953,-18.782840569967902,99.99999999999997,100.0,93.84614893097987
790,87.31966592387919,28.594507263576702,87.23988110809464,89.06444634133084,66.49285570398737,88.98360656797271,66.56955077623826,89.00321121804453,64.20873072000057,71.00172983826923,38.00904979115144,74.43229605854435,39.78553752767456,67.81372123127043,-97.97445362754839,91.09100658598233,-7.4515090324402,-80.6241316699861,87.64971477108888,-28.842538957768664,90.98018371579273,-16.398713821887924,99.99999999999997,100.0,93.84614893097987
791,87.31966592387919,32.148626821493195,87.30086135949517,89.02510981065572,66.41159341612538,89.06229508450622,66.54244867182518,89.09496035104854,64.05365588687505,73.26623683621759,37.895927617546434,71.58804190115828,41.957657409425636,64.67650889188756,-97.97445362754839,91.9517088662089,-6.028607798030933,-80.6241316699861,84.15573302818798,-20.427449481747594,91.14721737049642,-14.861579482648807,99.99999999999997,100.0,93.84614893097987
792,87.31966592387919,29.73779048327937,87.23988110809464,89.09067068795326,66.37096229438438,89.06229508450622,66.56955077623826,88.97699718311117,68.8764829023518,76.12832206007374,37.65352294847409,72.09266764805324,41.050316196989584,64.09031697500525,-97.97445362754839,91.06080650901261,-6.9722159897098805,-80.6241316699861,91.21505988594397,-20.468649426021287,91.20795686772745,-20.57093561817868,99.99999999999997,100.0,93.84614893097987
793,87.31966592387919,33.09307815831011,87.3770866862346,89.15623156525086,66.39804971627504,89.03606557899505,66.58310183954583,88.92456911324447,62.2858029010371,73.97389526502488,37.928248234794,73.08662741686044,41.050316196989584,66.59791576019988,-97.97445362754839,92.45001019805893,-14.536059318763947,-80.6241316699861,89.31831145036871,-26.241792208858865,91.52683926550874,-27.01748882506979,99.99999999999997,100.0,93.84614893097987
794,87.31966592387919,32.881819322191646,87.25512615845602,89.11689503457572,66.50639940383769,89.11475409552855,66.56955077623826,88.89835507831111,67.32573467272655,73.12470515045612,36.1667743962237,75.41096415247671,41.050316196989584,63.82978722231168,-97.97445362754839,91.51380771303813,-13.667340669612827,-80.6241316699861,81.87393040419492,-30.310287122710946,91.39017538429947,-24.33534625275361,99.99999999999997,100.0,93.84614893097987
795,87.31966592387919,29.613520564110814,87.25512615845602,89.05133415727815,66.38450599423473,89.11475409552855,66.50179550410454,89.01631824624846,69.40373729940805,75.32630915691544,36.570782178010916,78.071718035987,39.11190540346685,67.010421181215,-97.97445362754839,92.08760922494254,-0.9061634130530933,-80.6241316699861,83.64232744363095,-20.91154886915224,91.34462074893672,-14.830209397239642,99.99999999999997,100.0,93.84614893097987
796,87.31966592387919,32.99366222704728,87.3770866862346,89.09067068795326,66.42513713816572,89.11475409552855,66.63730604837201,88.83281998024043,63.89858105374955,73.06180215896708,35.90820943176611,73.97354538638183,40.44542204785752,66.10942247834579,-97.97445362754839,92.28390976235555,-16.752789635256704,-80.6241316699861,89.87450084142738,-25.783442782406397,91.70905775720188,-31.707317069159274,99.99999999999997,100.0,93.84614893097987
797,87.31966592387919,32.68298745966598,87.33135148519546,88.95954893335815,66.5334868479184,89.15409836453892,66.52889760851764,88.9507831481778,62.9371171442678,77.150495369031,37.44343892312638,77.53650891428842,39.923013477825876,68.03082934665808,-97.97445362754839,92.08760922494254,-11.16603010133025,-80.6241316699861,90.68739302476452,-23.203296009852316,91.6027636246081,-25.48035448583066,99.99999999999997,100.0,93.84614893097987
798,87.31966592387919,30.58282590919353,87.28561628415628,89.07755850390058,66.46576828209672,89.07540984800539,66.55599973513273,89.02942525297786,64.23974568154418,76.67872307457111,35.972850692738305,74.38642098381195,39.68930436707346,66.15284411565172,-97.97445362754839,91.96680891706369,-4.755485673217109,-80.6241316699861,86.09526524689922,-19.093601146663893,91.34462074893672,-19.08085639420412,99.99999999999997,100.0,93.84614893097987
799,87.31966592387919,30.65738785255064,87.31610640985656,89.07755850390058,66.35741857234407,89.14098360103972,66.44759129527836,89.08185334431914,67.24819725616379,72.84164177893322,37.5565610967314,73.80533681243483,41.65521032359756,65.52323056146348,-97.97445362754839,90.47190494625342,-6.792481092551057,-80.6241316699861,81.24643467675541,-31.814085242267808,90.98018371579273,-20.429770220988274,99.99999999999997,100.0,93.84614893097987
800,87.31966592387919,32.335031690066,87.33135148519546,89.06444634133084,66.38450599423473,89.16721312803813,66.56955077623826,88.97699718311117,64.11568580996226,74.79163389673161,37.70200388758397,73.86650356204211,41.339015678792876,67.96569691737746,-97.97445362754839,92.52548019542844,-6.4929229469795615,-80.6241316699861,82.57273244464962,-22.008497499348955,91.40532986903013,-22.71978668714239,99.99999999999997,100.0,93.84614893097987
801,87.31966592387919,27.426370076328382,87.45331201297404,89.09067068795326,66.46576828209672,88.99672130998471,66.42048919086525,89.08185334431914,60.5024424217236,72.16543480722285,36.312217213553325,72.27616792192902,41.79268627374887,63.178462876148714,-97.97445362754839,90.51720507407795,-9.20392422452413,-80.6241316699861,89.48944665300958,-16.35895456283286,91.32943586218953,-22.453140922616953,99.99999999999997,100.0,93.84614893097987
802,87.31966592387919,30.74437678986061,87.36184161089571,88.97266111741087,66.43868086020603,89.12786885902776,66.61020394395891,88.97699718311117,62.82856479156891,74.69727944814568,37.47575954037394,76.4355073211415,42.12262854510239,68.1610942230049,-97.97445362754839,92.85768106683524,-13.892009297196296,-80.6241316699861,88.43408442454687,-27.385090779738583,91.2838812517057,-19.770998350300772,99.99999999999997,100.0,93.84614893097987
803,87.31966592387919,30.408848014213504,87.34659656053432,89.03822199470841,66.49285570398737,89.06229508450622,66.46114235858593,88.96389017638177,67.34124214079463,75.24768046264305,36.1667743962237,73.56066978895174,40.54165520845862,64.3942683472193,-97.97445362754839,90.42660484316879,-11.884969665425714,-80.6241316699861,88.91899600869415,-17.316853368449237,91.116847597002,-22.406085781654028,99.99999999999997,100.0,93.84614893097987
804,87.31966592387919,31.77581708434758,87.34659656053432,89.09067068795326,66.45222456005638,89.06229508450622,66.50179550410454,88.89835507831111,67.65139178163818,77.98395975505127,39.91596639409724,76.03792339858626,42.10888094107763,65.1107251404484,-97.97445362754839,93.09931191475756,-5.5942484857252595,-80.6241316699861,81.27495720663462,-26.931891346320327,91.05610809977095,-11.77162574861677,99.99999999999997,100.0,93.84614893097987
805,87.31966592387919,31.75096309644185,87.39233173659599,89.09067068795326,66.35741857234407,88.98360656797271,66.47469339969146,89.01631824624846,60.54896487674276,74.36703883944725,41.321913389990186,73.54537808902296,39.441847674820366,65.89231436295815,-97.97445362754839,90.39640474145916,-16.093761695367576,-80.6241316699861,90.67313177150776,-18.66100168960136,91.37499049755225,-29.43298563286055,99.99999999999997,100.0,93.84614893097987
806,87.31966592387919,33.341617996647244,87.25512615845602,88.90710024011327,66.42513713816572,89.12786885902776,66.52889760851764,88.97699718311117,65.24773202063759,74.28841011940975,35.29411765110825,75.0133802299215,42.57629914005838,65.75119409062397,-97.97445362754839,92.81241114643542,-10.596869622290413,-80.6241316699861,82.07358813671503,-29.640787959917652,91.2535115030902,-19.08085639420412,99.99999999999997,100.0,93.84614893097987
807,87.31966592387919,30.81893873321772,87.3770866862346,89.09067068795326,66.46576828209672,89.10163935351659,66.488244462999,88.89835507831111,62.30131036910518,76.6629973202576,37.831286356574225,72.23029284719658,42.53505635050817,66.06600085882535,-97.97445362754839,92.85768106683524,2.5087995102654475,-80.6241316699861,83.20022817208913,-32.45268444432451,91.04092323790265,-12.446082649159663,99.99999999999997,100.0,93.84614893097987
808,87.31966592387919,31.85037902770469,87.28561628415628,88.9988854640333,66.34387487249373,89.07540984800539,66.54244867182518,89.06874631611518,68.39575093490717,75.89243592572635,35.74660634552829,73.27012769073622,40.211712937105105,64.5896656528467,-97.97445362754839,92.73691096638107,-1.9396390410415592,-80.6241316699861,82.27324586923511,-24.119994862757245,91.16240223236473,-18.86126577064161,99.99999999999997,100.0,93.84614893097987
809,87.31966592387919,26.345221826390045,74.84564372459252,88.98577327998058,66.41159341612538,89.14098360103972,66.52889760851764,88.93767611997387,45.92540899718706,73.12470515045612,38.10601164289413,73.02546066725316,39.813032713200016,65.75119409062397,-97.97445362754839,91.48360763606844,-11.825058041219378,-80.6241316699861,89.6890758560602,-18.805201502997036,91.75461239256457,-27.97427651999351,99.99999999999997,100.0,93.84614893097987
810,87.31966592387919,28.743631170651,74.7389282721528,89.09067068795326,66.39804971627504,89.12786885902776,66.52889760851764,88.8197129520365,48.639218424438695,75.65654976561387,36.34453783080092,73.5912531637554,39.771789923649806,66.21797654493237,-97.97445362754839,92.48021027502863,-4.29117052426848,-80.6241316699861,81.95949799383253,-29.640787959917652,91.17758711911195,-12.96368912265676,99.99999999999997,100.0,93.84614893097987
811,87.31966592387919,29.862060402447938,74.84564372459252,89.13000721862844,66.45222456005638,89.00983607348388,66.50179550410454,88.93767611997387,45.84787160603179,76.52146563449614,39.4634776996772,75.73208962549589,43.19494087069111,65.43638732242262,-97.97445362754839,91.89130871226946,-9.054145139468474,-80.6241316699861,82.77239017716973,-31.911935120043132,91.40532986903013,-23.754999608438197,99.99999999999997,100.0,93.84614893097987
812,87.31966592387919,27.998011675999678,74.89137892563167,89.14311938119818,66.39804971627504,89.11475409552855,66.52889760851764,88.9507831481778,44.700317901880936,73.39204276766552,40.17453135855483,73.57596146382662,42.50756116498272,65.2844116363156,-97.97445362754839,91.25710704642565,-14.04178835771215,-80.6241316699861,83.57099257778061,-21.076348663122516,91.17758711911195,-26.217551557191882,99.99999999999997,100.0,93.84614893097987
813,87.31966592387919,29.240710826965184,74.7694184228306,88.9988854640333,66.45222456005638,88.99672130998471,66.58310183954583,88.83281998024043,46.79382802203797,75.07469726825454,37.120232724173675,72.6431684446267,40.995325803414616,65.46895352817019,-97.97445362754839,91.52887755646823,-10.671759164818255,-80.6241316699861,89.2042213308519,-18.269602176812523,91.67868800858635,-30.515253695119284,99.99999999999997,100.0,93.84614893097987
814,87.31966592387919,27.538213001544094,74.84564372459252,89.20868025849572,66.42513713816572,89.10163935351659,66.42048919086525,88.93767611997387,47.08847019481345,75.34203491122898,37.03943116781622,74.58521293256263,39.74429473812437,66.36995223103936,-97.97445362754839,92.41981012108924,-1.7299483317795676,-80.6241316699861,91.01540215342389,-20.066949927164025,91.16240223236473,-15.34781584503834,99.99999999999997,100.0,93.84614893097987
815,87.31966592387919,28.221697526431086,74.79990854853088,89.13000721862844,66.41159341612538,89.04918032100704,66.59665288065136,88.89835507831111,44.85539273500645,74.72873093100765,35.26179703386069,73.79004511250608,41.53148197747102,65.1107251404484,-97.97445362754839,91.09100658598233,0.3669587363005178,-80.6241316699861,87.3930405082799,-29.25453844269435,91.22314172959578,-20.163124456462853,99.99999999999997,100.0,93.84614893097987
816,87.31966592387919,28.122281595168246,74.86088879993142,89.09067068795326,66.5334868479184,89.15409836453892,66.59665288065136,89.05563930938578,44.18857097289272,76.39565970304821,38.73626374541432,74.82987995604572,39.84052789872547,65.19756837948925,-97.97445362754839,92.79731112032051,-7.885868344745845,-80.6241316699861,81.8596691275725,-25.36114330972474,91.32943586218953,-19.567092782292036,99.99999999999997,100.0,93.84614893097987
817,87.31966592387919,30.433702002119233,74.8761338502928,89.15623156525086,66.45222456005638,89.10163935351659,66.50179550410454,88.91146208504051,45.429169561674385,73.61220317346445,38.12217196475643,75.3497974028694,37.25598018904455,63.11333042908258,-97.97445362754839,91.18160684163139,-9.668239348932957,-80.6241316699861,88.34854534101306,-16.68340416195807,91.39017538429947,-20.31997490920702,99.99999999999997,100.0,93.84614893097987
818,87.31966592387919,28.99217098862806,74.7389282721528,88.95954893335815,66.3032437285627,89.11475409552855,66.51534656741211,89.01631824624846,50.53113125645106,71.86664570715149,38.31609566824183,73.56066978895174,39.235633749593404,65.1324359502086,-97.97445362754839,92.49531032588344,-2.373998353347204,-80.6241316699861,81.58870508203721,-25.63924296226052,91.23829623920533,-14.845894427095018,99.99999999999997,100.0,93.84614893097987
819,87.31966592387919,31.77581708434758,74.83039867423113,89.103782850523,66.49285570398737,89.15409836453892,66.59665288065136,88.91146208504051,43.165077140323774,74.08397546792435,37.572721392116634,76.313173796873,38.864448711213754,66.27225357822566,-97.97445362754839,91.45340755909872,-18.58009436986847,-80.6241316699861,89.07586993471263,-26.71559161694529,91.55720901412427,-33.981648505458,99.99999999999997,100.0,93.84614893097987
820,87.31966592387919,31.328445383484777,74.81515359889227,88.9988854640333,66.46576828209672,89.07540984800539,66.54244867182518,88.9901042113151,48.763278270613114,75.84525868855084,35.4880413810707,75.02867192985028,41.943909805400864,67.23838471037548,-97.97445362754839,91.9517088662089,-1.5052797287358999,-80.6241316699861,82.75812892391293,-22.9972962631706,91.0712626093805,-15.77131206230797,99.99999999999997,100.0,93.84614893097987
821,87.31966592387919,32.310177702160274,74.84564372459252,89.02510981065572,66.47931198194703,89.04918032100704,66.51534656741211,88.89835507831111,48.80980072563227,74.49284479666025,38.26761475560903,73.22425261600381,42.20511410167873,64.29656967662005,-97.97445362754839,91.9819089679185,-7.077061344340876,-80.6241316699861,83.10037077635958,-31.103386130981946,91.31425100032122,-17.135910893249147,99.99999999999997,100.0,93.84614893097987
822,87.31966592387919,29.290418782416566,74.83039867423113,89.05133415727815,66.37096229438438,89.14098360103972,66.56955077623826,89.01631824624846,44.312630844474626,77.52791318913987,33.888170655215305,72.84196039337735,40.00549903440222,65.71862786709092,-97.97445362754839,91.21180691860111,-4.096457733327981,-80.6241316699861,88.12033654914428,-17.32200335726457,91.05610809977095,-13.04211434902885,99.99999999999997,100.0,93.84614893097987
823,87.31966592387919,31.489996264151856,74.86088879993142,88.93332458673572,66.5334868479184,89.07540984800539,66.51534656741211,88.9901042113151,45.87888656757539,71.52067934413955,37.78280544394141,73.37716951507596,40.00549903440222,66.66304818948053,-97.97445362754839,92.49531032588344,-11.79510222911621,-80.6241316699861,86.69423844445954,-29.48113815898159,91.20795686772745,-20.163124456462853,99.99999999999997,100.0,93.84614893097987
824,87.31966592387919,28.65664223334103,74.72368322179142,89.11689503457572,66.37096229438438,89.06229508450622,66.50179550410454,89.01631824624846,46.12700628533173,73.51784872487852,38.55850033731417,74.12646228545398,40.04674182395243,63.02648719004172,-97.97445362754839,91.09100658598233,-6.4929229469795615,-80.6241316699861,88.97604106845257,-17.440453209708068,90.9649988539244,-16.82221001345917,99.99999999999997,100.0,93.84614893097987
